title,id,snippet,description,name,access,owner,folderName,itemUrl
Texas-Mexico International Bridges and Border Crossings,8fe23ff4557946e292714d5693b0e629,"Freight, International Trade, and Connectivity",This is a mock storymap to assist the TPP Border team to get up to speed on using storymaps to share their work.<div>They have requested SWGIS assistance with a complimentary storymap to go along with their Bridge Book. </div><div> <div><br /></div></div>,,private,JLASH_TXDOT,Portal Test,https://TXDOT.maps.arcgis.com/sharing/rest/content/items/8fe23ff4557946e292714d5693b0e629
